iteration,timestamp,T1_LEVEL,T2_LEVEL,J1_LEVEL,J2_LEVEL,J3_LEVEL,J4_LEVEL,J5_LEVEL,J5S_LEVEL,J1S_LEVEL,J4S_LEVEL,P2_FLOW,P2_STATUS,P1_FLOW,P1_STATUS,V5_FLOW,V5_STATUS,V1_FLOW,V1_STATUS,V4_FLOW,V4_STATUS,plc4AttackerUnit
34,2025-07-10 14:37:22.653843,7.042097167675314,7.253049069737698,58.223242202524894,58.24811346661778,58.22488003394883,58.547985751598596,58.225008666281724,6.930008782662837,58.223242207834836,58.54798591376615,0.0,0.0,0.0,0.0,-38.92352480477257,1.0,-1.7759026906105646,1.0,-54.23674770611342,1.0,0
35,2025-07-10 14:37:25.179612,7.000408469116295,7.194959282340772,58.177263220169806,58.199779085387405,58.1794607302798,58.489897445052584,58.179615247860774,6.8846153663033425,58.177263226393094,58.48989760515868,0.0,0.0,0.0,0.0,-39.612977160459195,1.0,-2.081371779354413,1.0,-53.54729535042679,1.0,0
36,2025-07-10 14:37:28.455478,6.957981339572296,7.137607926841355,58.215935573921065,58.24132487212806,58.21554845531353,58.432570633441074,58.2155484352198,6.92054849959178,58.21593557148411,58.432570755245806,0.0,0.0,0.0,0.0,-21.52913293571146,1.0,0.8150362168635183,1.0,-40.73744888216879,1.0,0
37,2025-07-10 14:37:31.794790,6.9349227528279505,7.093976441852401,58.188879578863265,58.210462921099165,58.18881140101755,58.38894101636404,58.18881570379436,6.893815771504415,58.18887957790879,58.388941134830695,0.0,0.0,0.0,0.0,-22.645547240927044,1.0,0.31922261484851333,1.0,-39.62103167964415,1.0,0
38,2025-07-10 14:37:34.935735,6.910668442445422,7.0515406877780915,58.1610552295947,58.17939539122271,58.1610692563979,58.346506922076834,58.161084212125424,6.866084282870241,58.16105523000164,58.34650703750873,0.0,0.0,0.0,0.0,-23.66052096135718,1.0,-0.13609819575322035,1.0,-38.60606085652307,1.0,0
39,2025-07-10 14:37:38.783125,6.885327049785954,7.0101920079721465,58.13229940168385,58.14794088960551,58.13248257566872,58.30515970060771,58.13251193766628,6.837512011134681,58.13229940331079,58.305159813316045,0.0,0.0,0.0,0.0,-24.571420443066927,1.0,-0.5441262305794226,1.0,-37.6951700667405,1.0,0
40,2025-07-10 14:37:41.787116,6.859010046194971,6.969818926963091,58.10270828750442,58.11612002303793,58.10317961409074,58.264787895455974,58.10322548020697,6.808225556104817,58.10270829021463,58.264788005734815,0.0,0.0,0.0,0.0,-25.383944692976,1.0,-0.9064260365221344,1.0,-36.88262843297707,1.0,0
41,2025-07-10 14:37:45.415346,6.831822797467949,6.930316112416206,58.07243918801058,58.084008349537754,58.073265438219686,58.225286195499365,58.07332876951794,6.778328847576073,58.07243919168031,58.225286303617935,0.0,0.0,0.0,0.0,-26.106449550411526,1.0,-1.2273377825522402,1.0,-36.16012647285061,1.0,0
42,2025-07-10 14:37:48.570296,6.803861713124262,6.891587128723641,58.041617208895424,58.05166354888268,58.04283126957507,58.18655818399011,58.042912218469255,6.747912298442074,58.04161721341272,58.18655829019398,0.0,0.0,0.0,0.0,-26.74681569601489,1.0,-1.5108047062994956,1.0,-35.51976032724724,1.0,0
43,2025-07-10 14:37:51.642698,6.775214772973543,6.85354400330125,58.01034386490432,58.01913115877427,58.01195549099637,58.148515905221586,58.012053644769004,6.717053726433534,58.01034387016819,58.14851600973376,0.0,0.0,0.0,0.0,-27.312605106430965,1.0,-1.760494801033019,1.0,-34.95397381414023,1.0,0
44,2025-07-10 14:37:54.519785,6.745961847082995,6.81610685855164,57.97870220359121,57.98644773966924,57.98070532071245,58.11107949668975,57.980819883947454,6.685819967102193,57.97870220951092,58.111079599711715,0.0,0.0,0.0,0.0,-27.811003108126897,1.0,-1.9798384806790637,1.0,-34.455575812444295,1.0,0
45,2025-07-10 14:37:57.442322,6.716175114490437,6.779203512788534,57.946760002712914,57.95364260520496,57.94913807589236,58.07417679024439,57.94926801069241,6.654268095156174,57.946760009207296,58.07417689195729,0.0,0.0,0.0,0.0,-28.24880678815589,1.0,-2.172037271748195,1.0,-34.017760543179065,1.0,0
46,2025-07-10 14:38:01.206884,6.68591947850577,6.742769091351741,57.91457236572526,57.92073916225841,57.91730234686347,58.037742923221266,57.91744647828734,6.62244656389807,57.91457237272207,58.03774302378723,0.0,0.0,0.0,0.0,-28.632407610302835,1.0,-2.3400725052624693,1.0,-33.6341684129593,1.0,0
47,2025-07-10 14:38:04.637434,6.655252991194289,6.706745513271783,57.882184407808396,57.88775640828875,57.88523950715493,58.001719825363786,57.885396599868635,6.5903966864818635,57.88218441524347,58.00171992492722,0.0,0.0,0.0,0.0,-28.967692906576303,1.0,-2.486653165192365,1.0,-33.29887442475865,1.0,0
48,2025-07-10 14:38:07.935768,6.624227400558513,6.6710810468300865,57.675721088428226,57.68251091566145,57.69300061564556,57.96601342735452,57.693786220723005,6.39878639044746,57.6757211073781,57.96601359538737,0.0,0.0,0.0,0.0,-56.76414283129816,1.0,-6.337765058788136,1.0,-56.19839108589986,1.0,0
49,2025-07-10 14:38:11.063436,6.563430662757876,6.6108902575013575,57.61515748020273,57.62199263965892,57.63238426543689,57.90582258403623,57.6331678655999,6.3381680352518455,57.61515749912137,57.90582275214161,0.0,0.0,0.0,0.0,-56.73989235447152,1.0,-6.327317362320173,1.0,-56.22264446003555,1.0,0
50,2025-07-10 14:38:14.186085,6.502659900508936,6.550673489445825,57.5545996109069,57.56147638611446,57.5717782922528,57.84560576663749,57.57256006363971,6.27756023322538,57.554599629797,57.845605934809115,0.0,0.0,0.0,0.0,-56.71772504285855,1.0,-6.317773626278722,1.0,-56.24480018241229,1.0,0
51,2025-07-10 14:38:18.063276,6.441912881097662,6.490432991557724,57.49404697270874,57.500961903454865,57.511181775754665,57.78536522361678,57.51196187774354,6.216962047268647,57.49404699157276,57.78536539184898,0.0,0.0,0.0,0.0,-56.69747285253379,1.0,-6.309049828701063,1.0,-56.265058167355164,1.0,0
52,2025-07-10 14:38:20.746222,6.381187553147248,6.430170795661383,57.433499342619164,57.440449225535865,57.45059402517427,57.72510298646434,57.45137260184704,6.1563727713167795,57.433499361459326,57.725103154751906,0.0,0.0,0.0,0.0,-56.67895325302652,1.0,-6.301070639551654,1.0,-56.28357486955338,1.0,0
53,2025-07-10 14:38:24.697903,6.320482059568127,6.369888771207898,57.37295620748149,57.37993811508531,57.39001425814887,57.66482092428349,57.39079144179962,6.095791611218743,57.372956226299834,57.664821092621644,0.0,0.0,0.0,0.0,-56.662024276192824,1.0,-6.293775215340247,1.0,-56.300495154459895,1.0,0
54,2025-07-10 14:38:28.031810,6.25979469676269,6.309588618977515,57.312417146877884,57.31942839873022,57.329441784405766,57.604520737550956,57.33021769628621,6.035217865659074,57.312417165676315,57.60452090593539,0.0,0.0,0.0,0.0,-56.64655264581597,1.0,-6.287114301812835,1.0,-56.315975476763924,1.0,0
55,2025-07-10 14:38:31.454960,6.199123906050667,6.24927189270215,57.25188195380954,57.25892007478703,57.26887603203974,57.544203979742626,57.26965078155646,5.974650950887012,57.25188197258976,57.544204148169335,0.0,0.0,0.0,0.0,-56.63240508567924,1.0,-6.281021260861053,1.0,-56.33011434497348,1.0,0
56,2025-07-10 14:38:35.202833,6.138468269919463,6.188940022067268,57.191350196221826,57.19841293095431,57.208316359814006,57.483872080254784,57.20909004726585,5.914090216557738,57.191350214985384,57.48387224872017,0.0,0.0,0.0,0.0,-56.619471498038365,1.0,-6.275449735539951,1.0,-56.343047932614354,1.0,0
57,2025-07-10 14:38:39.201283,6.077826481919778,6.128594297001995,57.130821643224536,57.13790691600052,57.14776231890348,57.42352632882064,57.14853503625547,5.85353520551201,57.13082166197285,57.423526497321376,0.0,0.0,0.0,0.0,-56.60765047707628,1.0,-6.27035336890458,1.0,-56.3548718508855,1.0,0
58,2025-07-10 14:38:42.539184,6.017197358804203,6.068235912657662,57.070295983983925,57.077401898329484,57.087213371054894,57.363167920344274,57.08798520182454,5.792985371048757,57.07029600271831,57.36316808887735,0.0,0.0,0.0,0.0,-56.596840616975896,1.0,-6.265691598628109,1.0,-56.365687505604,1.0,0
59,2025-07-10 14:38:45.963281,5.956579809628834,6.007865944859633,57.00977308136295,57.01689788515583,57.0266691593343,57.30279793047743,57.02744017953728,5.732440348731931,57.00977310008461,57.30279809904006,0.0,0.0,0.0,0.0,-56.586952101156385,1.0,-6.2614354516199455,1.0,-56.37557312411445,1.0,0
60,2025-07-10 14:38:49.484251,5.895972848992189,5.947485385595517,67.35464819262076,62.39797865177271,57.570061448485355,57.24256697860669,57.536872932011796,6.241872718150618,67.35464761170455,57.242566792615314,0.0,0.0,310.6202840544534,1.0,71.52561957923353,1.0,194.28673684274145,1.0,62.20459678786483,1.0,0
61,2025-07-10 14:38:52.949138,5.972579732958901,6.0141090715838885,67.37035827686726,62.43562443772484,57.64020375402853,57.30919032780217,57.60733335173181,6.312333139931093,67.37035769769828,57.30919014222616,0.0,0.0,309.7922542692542,1.0,70.83650041408873,1.0,193.7023843731822,1.0,62.065679510396876,1.0,0
62,2025-07-10 14:38:56.580131,6.0484485416899965,6.080583967478576,67.38600299644833,62.47317581278802,57.7098055267047,57.375664857924015,57.677244631394736,6.382244421607506,67.38600241901574,57.375664672800006,0.0,0.0,308.96766965271456,1.0,70.16309045866365,1.0,193.12164774532903,1.0,61.914506615607934,1.0,0
63,2025-07-10 14:38:59.864274,6.123596097318238,6.146896951601198,67.401582259639,62.51062708900895,57.77887318907918,57.441977449349615,57.74661363499063,6.451613427172262,67.40158168393211,57.44197726471192,0.0,0.0,308.14653503937194,1.0,69.50460743951226,1.0,192.54449219147318,1.0,61.751857479634964,1.0,0
64,2025-07-10 14:39:03.184475,6.198038387834323,6.213035730481521,67.41709569303885,62.547972767852805,57.847413053786816,57.50811581055923,57.81544708939898,6.5204468835069935,67.41709511904713,57.50811562644001,0.0,0.0,307.32887011000435,1.0,68.86033282398785,1.0,191.97084817619725,1.0,61.5784564297428,1.0,0
65,2025-07-10 14:39:05.906681,6.271790639287049,6.278988795980679,67.4325431320549,62.58520780183286,57.915431326424766,57.57406843522747,57.883751582589305,6.588751378583178,67.43254255976794,57.57406825165679,0.0,0.0,306.5146835397961,1.0,68.22960892293395,1.0,191.40069831564688,1.0,61.394995922796625,1.0,0
66,2025-07-10 14:39:09.223297,6.344867361473282,6.344745366198212,67.44792413871728,62.622327295254486,57.982934090905225,57.6398245431564,57.95153355436217,6.656533352203266,67.44792356812478,57.63982436016248,0.0,0.0,305.7039984127791,1.0,67.61180702028469,1.0,190.833990458259,1.0,61.20210177755325,1.0,0
67,2025-07-10 14:39:12.343925,6.417282389715251,6.410295338462517,67.4632390759569,62.65932709498752,58.04992749454189,57.70537403323709,58.018799482244034,6.723799281895438,67.4632385070487,57.705373850846385,0.0,0.0,304.8967955999945,1.0,67.00635055153725,1.0,190.27067824708865,1.0,61.00035635313361,1.0,0
68,2025-07-10 14:39:15.857307,6.489048947552412,6.475629229607636,67.47848769704913,62.69620296319189,58.116417534969536,57.77070742382239,58.08555567405888,6.790555475485321,67.47848712981522,57.770707242059714,0.0,0.0,304.09308810553034,1.0,66.41269192527943,1.0,189.7107153251909,1.0,60.790310138258974,1.0,0
69,2025-07-10 14:39:19.581363,6.56017967839486,6.540738159489214,67.49366978113632,62.7329509318972,58.18241003683673,57.835815836117376,58.15180824288477,6.8568080460524685,67.49366921556674,57.83581565500602,0.0,0.0,303.2928875701079,1.0,65.83032990704396,1.0,189.15407851409327,1.0,60.5724788539419,1.0,0
70,2025-07-10 14:39:22.324791,6.6306866719528985,6.605613778271866,67.50878526238944,62.769567345325044,58.247910846828944,57.900690921603946,58.217563307243,6.922563112119635,67.50878469847443,57.900690741165775,0.0,0.0,302.49619746337004,1.0,65.25877774890887,1.0,188.60070986761457,1.0,60.34733476155907,1.0,0
71,2025-07-10 14:39:25.407632,6.700581514905782,6.6702482554567215,67.52383444107636,62.80604897516857,58.312925576874356,57.965324851053765,58.28282673000395,6.987826536558525,67.52383387880623,57.96532467130926,0.0,0.0,301.70300195912967,1.0,64.69759216258808,1.0,188.0505804126642,1.0,60.115338533250906,1.0,0
72,2025-07-10 14:39:27.704808,6.769875303556661,6.7346342626318005,67.51348216249303,62.77287649785181,58.34341762304116,58.02970237699529,58.31404609997448,7.019045920826021,67.51348160157055,58.02970220829876,0.0,0.0,302.2486384354962,1.0,59.915992080732394,1.0,187.59986342615775,1.0,56.42035393293554,1.0,0
73,2025-07-10 14:39:31.502294,6.8340477983948595,6.795062786330183,67.52749979070364,62.8070931966996,58.403532474452156,58.09013036887872,58.37437937336438,7.0793791957117005,67.52749923130546,58.09013020089548,0.0,0.0,301.509812755499,1.0,59.41572821200225,1.0,187.09006451331334,1.0,56.181795299607984,1.0,0
74,2025-07-10 14:39:34.822739,6.89768449128436,6.855235804260656,67.54145310538031,62.841169022727,58.46320843242514,58.150302845423575,58.434269284375404,7.139269108192895,67.54145254749751,58.15030267816911,0.0,0.0,300.7743768422825,1.0,58.92403168616056,1.0,186.58324403418192,1.0,55.938059174991395,1.0,0
75,2025-07-10 14:39:37.520003,6.960794553534658,6.9151477669955925,67.55534214083016,62.875101546949736,58.522450554981155,58.210214258112714,58.49372107757777,7.198720902840872,67.55534158445398,58.210214091601486,0.0,0.0,300.042328887623,1.0,58.44054903150209,1.0,186.07935563181854,1.0,55.689484544245715,1.0,0
76,2025-07-10 14:39:41.119295,7.0233867882640615,6.974793503677066,67.56916700862801,62.908888545262045,58.581263744063065,58.26985943689433,58.55273983074328,7.2577396574283854,67.5691664537498,58.269859271139815,0.0,0.0,299.3136630107612,1.0,57.9649615440303,1.0,185.5783645385145,1.0,55.43640170060371,1.0,0
77,2025-07-10 14:39:44.284889,7.0854696485699575,7.034168176055246,57.69920503980293,57.705714548821184,57.75879533784498,58.329013236531004,57.76138074829613,6.466381041138792,57.699205076778355,58.32901349956548,0.0,0.0,0.0,0.0,-97.94088171304338,1.0,-12.366384343636128,1.0,-87.97156863579403,1.0,0
78,2025-07-10 14:39:48.025919,6.980570926574653,6.939947007434414,57.59884796732136,57.60589608153967,57.65733735397547,58.23479111878589,57.659881352054015,6.364881644027281,57.59884800392618,58.23479138268974,0.0,0.0,0.0,0.0,-97.6501135704666,1.0,-12.24243746207776,1.0,-88.26233098375269,1.0,0
79,2025-07-10 14:39:51.265381,6.875983636741823,6.845414418354025,57.49851119764716,57.506082363666216,57.55597395959335,58.140257635851405,57.558479329429005,6.263479620585667,57.49851123390361,58.14025790057187,0.0,0.0,0.0,0.0,-97.37700162929741,1.0,-12.125927972874706,1.0,-88.53544582223094,1.0,0
80,2025-07-10 14:39:54.525231,6.77168885636258,6.7505893065706415,57.39819563360019,57.406274163048266,57.4547009037396,58.04543168219269,57.45717023084982,6.162170521239282,57.39819566952918,58.04543194768034,0.0,0.0,0.0,0.0,-97.12041304169361,1.0,-12.016409690431828,1.0,-88.79203151252568,1.0,0
81,2025-07-10 14:39:58.119597,6.667668893175621,6.6554893833752145,57.29790274628504,57.306472140428134,57.353514357341545,57.95033096593181,57.35595003048624,6.060950320154713,57.297902781906096,57.95033123214044,0.0,0.0,0.0,0.0,-96.8792787006123,1.0,-11.913419045299634,1.0,-89.03316295629793,1.0,0
82,2025-07-10 14:40:01.714391,6.563907197467339,6.560131198564898,57.197633573239,57.206676793565315,57.252410638641166,57.85497203390922,57.25481486943646,5.959815158427161,57.19763360857041,57.85497230079562,0.0,0.0,0.0,0.0,-96.65259903442802,1.0,-11.816547516900755,1.0,-89.25984262248221,1.0,0
83,2025-07-10 14:40:05.126745,6.460388288503975,6.46453022779636,57.09738877347913,57.106888466335185,57.15138598741765,57.75937035908111,57.15376082359009,5.858761111943467,57.09738880853804,57.75937062660482,0.0,0.0,0.0,0.0,-96.43944690424178,1.0,-11.72541266043936,1.0,-89.47298895805034,1.0,0
84,2025-07-10 14:40:08.355322,6.357097664086789,6.368700971634896,56.351412943478884,56.370410732145345,56.45792998261266,57.66338445281885,56.46261684748574,5.167617264132878,56.35141299407436,57.6633848397546,0.0,0.0,0.0,0.0,-139.3471425211601,1.0,-16.921597387522525,1.0,-129.4102010780307,1.0,0
85,2025-07-10 14:40:12.245303,6.207851132211371,6.230097316441994,56.20654442092843,56.22616964510279,56.31202229907107,57.5247798514141,56.31666997565502,5.0216703916776675,56.206544471256755,57.52478023897433,0.0,0.0,0.0,0.0,-139.13828420299978,1.0,-16.83224727344168,1.0,-129.619059396191,1.0,0
